,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,emotion
7739,iPhone version of flipboard hopefully out this summer #sxflip #sxsw,Apple,Positive emotion,pos
7740,#SXSW #personalcloud Google 'create great design principles' for great tips,Google,Positive emotion,pos
7741,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Android,Positive emotion,neg
7742,"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",Apple,Positive emotion,pos
7743,Saw my first google maps street view car! #sxsw  {link},Google,No emotion toward brand or product,pos
7744,"As I understand, this is buzzing from #SXSW : group texting, groupme, iPad 2, Apple, Denis Crowley...More ?",Apple,No emotion toward brand or product,pos
7745,@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,pos
7746,"@mention RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps",Google,No emotion toward brand or product,pos
7747,@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Apple,Positive emotion,pos
7748,@mention RT @mention Gary is starting a new show &quot;Daily Grape&quot; for #iPhone only @mention #thankyouecon #SXSWÛ,Apple,No emotion toward brand or product,neg
7749,@mention RT @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,none,No emotion toward brand or product,pos
7750,@mention RT @mention Heading to  #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},Apple,No emotion toward brand or product,pos
7751,"@mention RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",Android,No emotion toward brand or product,pos
7752,@mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch,Apple,No emotion toward brand or product,pos
7753,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW  {link},Apple,No emotion toward brand or product,pos
7754,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},Apple,No emotion toward brand or product,pos
7755,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},Apple,No emotion toward brand or product,pos
7756,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by ... {link},Apple,No emotion toward brand or product,pos
7757,@mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},Apple,No emotion toward brand or product,pos
7758,@mention RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,Android,No emotion toward brand or product,pos
7759,@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a 2b-announced location. Stay tuned!,Apple,Positive emotion,neg
7760,@mention RT @mention Who said you won't be able to get iPad 2 at #SXSW? Apple is opening pop-up store in Austin. {link},Apple,No emotion toward brand or product,pos
7761,#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),Apple,Positive emotion,pos
7762,#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,Apple,Positive emotion,neg
7763,#jealous RT @mention Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},Apple,No emotion toward brand or product,pos
7764,"#SXSW ?? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}",Google,No emotion toward brand or product,pos
7765,Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,Apple,Positive emotion,pos
7766,Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Apple,Positive emotion,pos
7767,Awesome! RT @mention Best thing I've heard this wknd #SXSW &quot;I gave my iPad 2 money to #Japan relief. Don't need an iPad 2.&quot; (@mention,Apple,No emotion toward brand or product,pos
7768,Awesome! RT @mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link},none,No emotion toward brand or product,pos
7769,Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},Apple,Positive emotion,pos
7770,Awesome! RT @mention What happens when #Apple hires security at #SXSW #Austin  {link},Apple,No emotion toward brand or product,pos
7771,Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android,Positive emotion,pos
7772,Fanbois. RT @mention Audioboo: The front of the Apple iPad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #Austin #Texas,Apple,No emotion toward brand or product,pos
7773,"How true RT @mention The only way you truly understand a material is by making things with it. Jonathan Ive , Apple VP Design #SXSW",Apple,No emotion toward brand or product,pos
7774,"HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",Google,No emotion toward brand or product,neg
7775,Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,Apple,Positive emotion,pos
7776,Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,Apple,Positive emotion,pos
7777,Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,Apple,Negative emotion,pos
7778,Really?? RT @mention Google is launching new social media site at #SXSW?? Has anyone else heard this??,Google,No emotion toward brand or product,pos
7779,sad face RT @mention We're not launching any products at #SXSW but Join us for #H4ckers &amp; 80s dancing today {link},none,No emotion toward brand or product,neg
7780,So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},Apple,Positive emotion,pos
7781,"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,pos
7782,"So true! RT @mention Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th St. till 11pm via @mention",none,No emotion toward brand or product,pos
7783,So True. RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} cc: @mention,none,No emotion toward brand or product,pos
7784,Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),Apple,Positive emotion,neg
7785,@mention RT: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},Apple,No emotion toward brand or product,pos
7786,@mention RT@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,No emotion toward brand or product,pos
7787,VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),none,No emotion toward brand or product,pos
7788,Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Google,Positive emotion,pos
7789,Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,Apple,Positive emotion,pos
7790,Class starts now. #SXSW @mention Designing iPad Interfaces - New Navigation Schemas {link},Apple,No emotion toward brand or product,pos
7791,#sxsw starts today and the Apple ipad2 comes out tomorrow. I wonder if more ipad2's will be in austin apple stores for sale?,Apple,No emotion toward brand or product,pos
7792,N22: Opportunity Knocks {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #necro,none,No emotion toward brand or product,pos
7793,Google party @mention maggie maes rocks like it's 1986. #sxsw,Google,No emotion toward brand or product,pos
7794,Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,Google,No emotion toward brand or product,neg
7795,"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Google,Positive emotion,pos
7796,"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Google,Positive emotion,neg
7797,Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Google,Positive emotion,neg
7798,Google party. Photo booth fun. #SXSW {link},Google,Positive emotion,neg
7799,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. ... {link} #Cnet",Google,No emotion toward brand or product,pos
7800,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Google,Positive emotion,pos
7801,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cnet",Google,No emotion toward brand or product,pos
7802,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. http:/... {link}",Google,No emotion toward brand or product,pos
7803,"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  /via @mention",Apple,No emotion toward brand or product,pos
7804,"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",Apple,Positive emotion,neg
7805,Google Serves Up Mobile Location Data #SXSW by Wireless Week  {link},Google,No emotion toward brand or product,pos
7806,"Public Service Announcement: The @mention Grill is amazing! Drinks and food for free, great company, and zazzle ipad cases! #SXSW",Apple,No emotion toward brand or product,pos
7807,Just interviewed Mike Tyson in a makeshift boxing ring #SXSW about his upcoming iPhone game that will let you fight Pauly D and other celebs,Apple,No emotion toward brand or product,neg
7808,Dude interviewing a donkey about an iPhone app. #hpsxsw #SXSW  {link},Apple,No emotion toward brand or product,pos
7809,Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,Apple,Negative emotion,pos
7810,A #browserwars panel without Apple is like a #sxsw without parties.,Apple,Positive emotion,pos
7811,@mention RWW: Google Circles will be ______    #sxsw {link},Google,I can't tell,neg
7812,"Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th btw Brazos &amp; San Jacinto till 11pm via @mention",none,No emotion toward brand or product,pos
7813,60% battery life on my iPhone and the conference is only just starting #sxsw,Apple,No emotion toward brand or product,neg
7814,"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",Apple,Positive emotion,pos
7815,"Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",Apple,No emotion toward brand or product,neg
7816,"thanks, Bryan RT @mention Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad",Apple,No emotion toward brand or product,pos
7817,&quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte. #sxsw @mention,Apple,No emotion toward brand or product,neg
7818,Guess everyone wanted to design ipad apps for their mom #sxsw,Apple,Negative emotion,neg
7819,#SXSW #garyvee today download on iPhone daily grape,Apple,No emotion toward brand or product,pos
